"X.DC.","X.1.","X.HI.","X.1..1","X.1..2"
"IN","0","OH","0.174666666666667","0"
"IN","0","FL","0.132666666666667","0"
"IN","0","AZ","0.0133333333333333","0"
"IN","0","NC","0.151333333333333","0"
"IN","0","GA","0.036","0"
"IN","0","AK","0.000666666666666667","0"
"IN","0","MO","0.000666666666666667","0"
"IN","0","TX","0.000666666666666667","0"
"IN","0","SC","0.00666666666666667","0"
"IN","0","UT","0","0"
"IN","0","KS","0","0"
"IN","0","MS","0.00733333333333333","0"
"IN","0","NE","0","0"
"IN","0","SD","0","0"
"IN","0","MT","0","0"
"IN","0","LA","0.000666666666666667","0"
"IN","0","ND","0","0"
"IN","0","AR","0","0"
"IN","0","TN","0","0"
"IN","0","KY","0","0"
"IN","0","ID","0","0"
"IN","0","AL","0","0"
"IN","0","OK","0","0"
"IN","0","WV","0","0"
"IN","0","WY","0","0"
"NE","0","DC","1","0"
"NE","0","HI","1","0"
"NE","0","VT","1","0"
"NE","0","MD","1","0"
"NE","0","MA","1","0"
"NE","0","CA","1","0"
"NE","0","IL","0.999333333333333","0"
"NE","0","NY","0.999333333333333","0"
"NE","0","RI","0.994666666666667","0"
"NE","0","WA","0.985333333333333","0"
"NE","0","DE","0.992666666666667","0"
"NE","0","NJ","0.973333333333333","0"
"NE","0","NM","0.922666666666667","0"
"NE","0","OR","0.940666666666667","0"
"NE","0","MN","0.865333333333333","0"
"NE","0","CT","0.927333333333333","0"
"NE","0","WI","0.663333333333333","0"
"NE","0","MI","0.719333333333333","0"
"NE","0","ME","0.830666666666667","0"
"NE","0","CO","0.598666666666667","0"
"NE","0","VA","0.638666666666667","0"
"NE","0","NH","0.445333333333333","0"
"NE","0","--","0.484666666666667","0"
"NE","0","IA","0.0786666666666667","0"
"NE","0","PA","0.383333333333333","0"
"NE","0","NV","0.212666666666667","0"
"NE","0","OH","0.174666666666667","0"
"NE","0","FL","0.132666666666667","0"
"NE","0","AZ","0.0133333333333333","0"
"NE","0","NC","0.151333333333333","0"
"NE","0","GA","0.036","0"
"NE","0","AK","0.000666666666666667","0"
"NE","0","MO","0.000666666666666667","0"
"NE","0","TX","0.000666666666666667","0"
"NE","0","SC","0.00666666666666667","0"
"NE","0","UT","0","0"
"NE","0","KS","0","0"
"NE","0","MS","0.00733333333333333","0"
"NE","0","IN","0","0"
"NE","0","SD","0","0"
"NE","0","MT","0","0"
"NE","0","LA","0.000666666666666667","0"
"NE","0","ND","0","0"
"NE","0","AR","0","0"
"NE","0","TN","0","0"
"NE","0","KY","0","0"
"NE","0","ID","0","0"
"NE","0","AL","0","0"
"NE","0","OK","0","0"
"NE","0","WV","0","0"
"NE","0","WY","0","0"
"SD","0","DC","1","0"
"SD","0","HI","1","0"
"SD","0","VT","1","0"
"SD","0","MD","1","0"
"SD","0","MA","1","0"
"SD","0","CA","1","0"
"SD","0","IL","0.999333333333333","0"
"SD","0","NY","0.999333333333333","0"
"SD","0","RI","0.994666666666667","0"
"SD","0","WA","0.985333333333333","0"
"SD","0","DE","0.992666666666667","0"
"SD","0","NJ","0.973333333333333","0"
"SD","0","NM","0.922666666666667","0"
"SD","0","OR","0.940666666666667","0"
"SD","0","MN","0.865333333333333","0"
"SD","0","CT","0.927333333333333","0"
"SD","0","WI","0.663333333333333","0"
"SD","0","MI","0.719333333333333","0"
"SD","0","ME","0.830666666666667","0"
"SD","0","CO","0.598666666666667","0"
"SD","0","VA","0.638666666666667","0"
"SD","0","NH","0.445333333333333","0"
"SD","0","--","0.484666666666667","0"
"SD","0","IA","0.0786666666666667","0"
"SD","0","PA","0.383333333333333","0"
"SD","0","NV","0.212666666666667","0"
"SD","0","OH","0.174666666666667","0"
"SD","0","FL","0.132666666666667","0"
"SD","0","AZ","0.0133333333333333","0"
"SD","0","NC","0.151333333333333","0"
"SD","0","GA","0.036","0"
"SD","0","AK","0.000666666666666667","0"
"SD","0","MO","0.000666666666666667","0"
"SD","0","TX","0.000666666666666667","0"
"SD","0","SC","0.00666666666666667","0"
"SD","0","UT","0","0"
"SD","0","KS","0","0"
"SD","0","MS","0.00733333333333333","0"
"SD","0","IN","0","0"
"SD","0","NE","0","0"
"SD","0","MT","0","0"
"SD","0","LA","0.000666666666666667","0"
"SD","0","ND","0","0"
"SD","0","AR","0","0"
"SD","0","TN","0","0"
"SD","0","KY","0","0"
"SD","0","ID","0","0"
"SD","0","AL","0","0"
"SD","0","OK","0","0"
"SD","0","WV","0","0"
"SD","0","WY","0","0"
"MT","0","DC","1","0"
"MT","0","HI","1","0"
"MT","0","VT","1","0"
"MT","0","MD","1","0"
"MT","0","MA","1","0"
"MT","0","CA","1","0"
"MT","0","IL","0.999333333333333","0"
"MT","0","NY","0.999333333333333","0"
"MT","0","RI","0.994666666666667","0"
"MT","0","WA","0.985333333333333","0"
"MT","0","DE","0.992666666666667","0"
"MT","0","NJ","0.973333333333333","0"
"MT","0","NM","0.922666666666667","0"
"MT","0","OR","0.940666666666667","0"
"MT","0","MN","0.865333333333333","0"
"MT","0","CT","0.927333333333333","0"
"MT","0","WI","0.663333333333333","0"
"MT","0","MI","0.719333333333333","0"
"MT","0","ME","0.830666666666667","0"
"MT","0","CO","0.598666666666667","0"
"MT","0","VA","0.638666666666667","0"
"MT","0","NH","0.445333333333333","0"
"MT","0","--","0.484666666666667","0"
"MT","0","IA","0.0786666666666667","0"
"MT","0","PA","0.383333333333333","0"
"MT","0","NV","0.212666666666667","0"
"MT","0","OH","0.174666666666667","0"
"MT","0","FL","0.132666666666667","0"
"MT","0","AZ","0.0133333333333333","0"
"MT","0","NC","0.151333333333333","0"
"MT","0","GA","0.036","0"
"MT","0","AK","0.000666666666666667","0"
"MT","0","MO","0.000666666666666667","0"
"MT","0","TX","0.000666666666666667","0"
"MT","0","SC","0.00666666666666667","0"
"MT","0","UT","0","0"
"MT","0","KS","0","0"
"MT","0","MS","0.00733333333333333","0"
"MT","0","IN","0","0"
"MT","0","NE","0","0"
"MT","0","SD","0","0"
"MT","0","LA","0.000666666666666667","0"
"MT","0","ND","0","0"
"MT","0","AR","0","0"
"MT","0","TN","0","0"
"MT","0","KY","0","0"
"MT","0","ID","0","0"
"MT","0","AL","0","0"
"MT","0","OK","0","0"
"MT","0","WV","0","0"
"MT","0","WY","0","0"
"LA","0.000666666666666667","DC","1","0"
"LA","0.000666666666666667","HI","1","0"
"LA","0.000666666666666667","VT","1","0"
"LA","0.000666666666666667","MD","1","0"
"LA","0.000666666666666667","MA","1","0"
"LA","0.000666666666666667","CA","1","0"
"LA","0.000666666666666667","IL","0.999333333333333","0"
"LA","0.000666666666666667","NY","0.999333333333333","0"
"LA","0.000666666666666667","RI","0.994666666666667","0"
"LA","0.000666666666666667","WA","0.985333333333333","0"
"LA","0.000666666666666667","DE","0.992666666666667","0"
"LA","0.000666666666666667","NJ","0.973333333333333","0"
"LA","0.000666666666666667","NM","0.922666666666667","0"
"LA","0.000666666666666667","OR","0.940666666666667","0"
"LA","0.000666666666666667","MN","0.865333333333333","0"
"LA","0.000666666666666667","CT","0.927333333333333","0"
"LA","0.000666666666666667","WI","0.663333333333333","0"
"LA","0.000666666666666667","MI","0.719333333333333","0"
"LA","0.000666666666666667","ME","0.830666666666667","0"
"LA","0.000666666666666667","CO","0.598666666666667","0"
"LA","0.000666666666666667","VA","0.638666666666667","0"
"LA","0.000666666666666667","NH","0.445333333333333","0"
"LA","0.000666666666666667","--","0.484666666666667","0"
"LA","0.000666666666666667","IA","0.0786666666666667","0"
"LA","0.000666666666666667","PA","0.383333333333333","0"
"LA","0.000666666666666667","NV","0.212666666666667","0"
"LA","0.000666666666666667","OH","0.174666666666667","0"
"LA","0.000666666666666667","FL","0.132666666666667","0"
"LA","0.000666666666666667","AZ","0.0133333333333333","0"
"LA","0.000666666666666667","NC","0.151333333333333","0"
"LA","0.000666666666666667","GA","0.036","0"
"LA","0.000666666666666667","AK","0.000666666666666667","0"
"LA","0.000666666666666667","MO","0.000666666666666667","0"
"LA","0.000666666666666667","TX","0.000666666666666667","0"
"LA","0.000666666666666667","SC","0.00666666666666667","0"
"LA","0.000666666666666667","UT","0","0"
"LA","0.000666666666666667","KS","0","0"
"LA","0.000666666666666667","MS","0.00733333333333333","0"
"LA","0.000666666666666667","IN","0","0"
"LA","0.000666666666666667","NE","0","0"
"LA","0.000666666666666667","SD","0","0"
"LA","0.000666666666666667","MT","0","0"
"LA","0.000666666666666667","ND","0","0"
"LA","0.000666666666666667","AR","0","0"
"LA","0.000666666666666667","TN","0","0"
"LA","0.000666666666666667","KY","0","0"
"LA","0.000666666666666667","ID","0","0"
"LA","0.000666666666666667","AL","0","0"
"LA","0.000666666666666667","OK","0","0"
"LA","0.000666666666666667","WV","0","0"
"LA","0.000666666666666667","WY","0","0"
"ND","0","DC","1","0"
"ND","0","HI","1","0"
"ND","0","VT","1","0"
"ND","0","MD","1","0"
"ND","0","MA","1","0"
"ND","0","CA","1","0"
"ND","0","IL","0.999333333333333","0"
"ND","0","NY","0.999333333333333","0"
"ND","0","RI","0.994666666666667","0"
"ND","0","WA","0.985333333333333","0"
"ND","0","DE","0.992666666666667","0"
"ND","0","NJ","0.973333333333333","0"
"ND","0","NM","0.922666666666667","0"
"ND","0","OR","0.940666666666667","0"
"ND","0","MN","0.865333333333333","0"
"ND","0","CT","0.927333333333333","0"
"ND","0","WI","0.663333333333333","0"
"ND","0","MI","0.719333333333333","0"
"ND","0","ME","0.830666666666667","0"
"ND","0","CO","0.598666666666667","0"
"ND","0","VA","0.638666666666667","0"
"ND","0","NH","0.445333333333333","0"
"ND","0","--","0.484666666666667","0"
"ND","0","IA","0.0786666666666667","0"
"ND","0","PA","0.383333333333333","0"
"ND","0","NV","0.212666666666667","0"
"ND","0","OH","0.174666666666667","0"
"ND","0","FL","0.132666666666667","0"
"ND","0","AZ","0.0133333333333333","0"
"ND","0","NC","0.151333333333333","0"
"ND","0","GA","0.036","0"
"ND","0","AK","0.000666666666666667","0"
"ND","0","MO","0.000666666666666667","0"
"ND","0","TX","0.000666666666666667","0"
"ND","0","SC","0.00666666666666667","0"
"ND","0","UT","0","0"
"ND","0","KS","0","0"
"ND","0","MS","0.00733333333333333","0"
"ND","0","IN","0","0"
"ND","0","NE","0","0"
"ND","0","SD","0","0"
"ND","0","MT","0","0"
"ND","0","LA","0.000666666666666667","0"
"ND","0","AR","0","0"
"ND","0","TN","0","0"
"ND","0","KY","0","0"
"ND","0","ID","0","0"
"ND","0","AL","0","0"
"ND","0","OK","0","0"
"ND","0","WV","0","0"
"ND","0","WY","0","0"
"AR","0","DC","1","0"
"AR","0","HI","1","0"
"AR","0","VT","1","0"
"AR","0","MD","1","0"
"AR","0","MA","1","0"
"AR","0","CA","1","0"
"AR","0","IL","0.999333333333333","0"
"AR","0","NY","0.999333333333333","0"
"AR","0","RI","0.994666666666667","0"
"AR","0","WA","0.985333333333333","0"
"AR","0","DE","0.992666666666667","0"
"AR","0","NJ","0.973333333333333","0"
"AR","0","NM","0.922666666666667","0"
"AR","0","OR","0.940666666666667","0"
"AR","0","MN","0.865333333333333","0"
"AR","0","CT","0.927333333333333","0"
"AR","0","WI","0.663333333333333","0"
"AR","0","MI","0.719333333333333","0"
"AR","0","ME","0.830666666666667","0"
"AR","0","CO","0.598666666666667","0"
"AR","0","VA","0.638666666666667","0"
"AR","0","NH","0.445333333333333","0"
"AR","0","--","0.484666666666667","0"
"AR","0","IA","0.0786666666666667","0"
"AR","0","PA","0.383333333333333","0"
"AR","0","NV","0.212666666666667","0"
"AR","0","OH","0.174666666666667","0"
"AR","0","FL","0.132666666666667","0"
"AR","0","AZ","0.0133333333333333","0"
"AR","0","NC","0.151333333333333","0"
"AR","0","GA","0.036","0"
"AR","0","AK","0.000666666666666667","0"
"AR","0","MO","0.000666666666666667","0"
"AR","0","TX","0.000666666666666667","0"
"AR","0","SC","0.00666666666666667","0"
"AR","0","UT","0","0"
"AR","0","KS","0","0"
"AR","0","MS","0.00733333333333333","0"
"AR","0","IN","0","0"
"AR","0","NE","0","0"
"AR","0","SD","0","0"
"AR","0","MT","0","0"
"AR","0","LA","0.000666666666666667","0"
"AR","0","ND","0","0"
"AR","0","TN","0","0"
"AR","0","KY","0","0"
"AR","0","ID","0","0"
"AR","0","AL","0","0"
"AR","0","OK","0","0"
"AR","0","WV","0","0"
"AR","0","WY","0","0"
"TN","0","DC","1","0"
"TN","0","HI","1","0"
"TN","0","VT","1","0"
"TN","0","MD","1","0"
"TN","0","MA","1","0"
"TN","0","CA","1","0"
"TN","0","IL","0.999333333333333","0"
"TN","0","NY","0.999333333333333","0"
"TN","0","RI","0.994666666666667","0"
"TN","0","WA","0.985333333333333","0"
"TN","0","DE","0.992666666666667","0"
"TN","0","NJ","0.973333333333333","0"
"TN","0","NM","0.922666666666667","0"
"TN","0","OR","0.940666666666667","0"
"TN","0","MN","0.865333333333333","0"
"TN","0","CT","0.927333333333333","0"
"TN","0","WI","0.663333333333333","0"
"TN","0","MI","0.719333333333333","0"
"TN","0","ME","0.830666666666667","0"
"TN","0","CO","0.598666666666667","0"
"TN","0","VA","0.638666666666667","0"
"TN","0","NH","0.445333333333333","0"
"TN","0","--","0.484666666666667","0"
"TN","0","IA","0.0786666666666667","0"
"TN","0","PA","0.383333333333333","0"
"TN","0","NV","0.212666666666667","0"
"TN","0","OH","0.174666666666667","0"
"TN","0","FL","0.132666666666667","0"
"TN","0","AZ","0.0133333333333333","0"
"TN","0","NC","0.151333333333333","0"
"TN","0","GA","0.036","0"
"TN","0","AK","0.000666666666666667","0"
"TN","0","MO","0.000666666666666667","0"
"TN","0","TX","0.000666666666666667","0"
"TN","0","SC","0.00666666666666667","0"
"TN","0","UT","0","0"
"TN","0","KS","0","0"
"TN","0","MS","0.00733333333333333","0"
"TN","0","IN","0","0"
"TN","0","NE","0","0"
"TN","0","SD","0","0"
"TN","0","MT","0","0"
"TN","0","LA","0.000666666666666667","0"
"TN","0","ND","0","0"
"TN","0","AR","0","0"
"TN","0","KY","0","0"
"TN","0","ID","0","0"
"TN","0","AL","0","0"
"TN","0","OK","0","0"
"TN","0","WV","0","0"
"TN","0","WY","0","0"
"KY","0","DC","1","0"
"KY","0","HI","1","0"
"KY","0","VT","1","0"
"KY","0","MD","1","0"
"KY","0","MA","1","0"
"KY","0","CA","1","0"
"KY","0","IL","0.999333333333333","0"
"KY","0","NY","0.999333333333333","0"
"KY","0","RI","0.994666666666667","0"
"KY","0","WA","0.985333333333333","0"
"KY","0","DE","0.992666666666667","0"
"KY","0","NJ","0.973333333333333","0"
"KY","0","NM","0.922666666666667","0"
"KY","0","OR","0.940666666666667","0"
"KY","0","MN","0.865333333333333","0"
"KY","0","CT","0.927333333333333","0"
"KY","0","WI","0.663333333333333","0"
"KY","0","MI","0.719333333333333","0"
"KY","0","ME","0.830666666666667","0"
"KY","0","CO","0.598666666666667","0"
"KY","0","VA","0.638666666666667","0"
"KY","0","NH","0.445333333333333","0"
"KY","0","--","0.484666666666667","0"
"KY","0","IA","0.0786666666666667","0"
"KY","0","PA","0.383333333333333","0"
"KY","0","NV","0.212666666666667","0"
"KY","0","OH","0.174666666666667","0"
"KY","0","FL","0.132666666666667","0"
"KY","0","AZ","0.0133333333333333","0"
"KY","0","NC","0.151333333333333","0"
"KY","0","GA","0.036","0"
"KY","0","AK","0.000666666666666667","0"
"KY","0","MO","0.000666666666666667","0"
"KY","0","TX","0.000666666666666667","0"
"KY","0","SC","0.00666666666666667","0"
"KY","0","UT","0","0"
"KY","0","KS","0","0"
"KY","0","MS","0.00733333333333333","0"
"KY","0","IN","0","0"
"KY","0","NE","0","0"
"KY","0","SD","0","0"
"KY","0","MT","0","0"
"KY","0","LA","0.000666666666666667","0"
"KY","0","ND","0","0"
"KY","0","AR","0","0"
"KY","0","TN","0","0"
"KY","0","ID","0","0"
"KY","0","AL","0","0"
"KY","0","OK","0","0"
"KY","0","WV","0","0"
"KY","0","WY","0","0"
"ID","0","DC","1","0"
"ID","0","HI","1","0"
"ID","0","VT","1","0"
"ID","0","MD","1","0"
"ID","0","MA","1","0"
"ID","0","CA","1","0"
"ID","0","IL","0.999333333333333","0"
"ID","0","NY","0.999333333333333","0"
"ID","0","RI","0.994666666666667","0"
"ID","0","WA","0.985333333333333","0"
"ID","0","DE","0.992666666666667","0"
"ID","0","NJ","0.973333333333333","0"
"ID","0","NM","0.922666666666667","0"
"ID","0","OR","0.940666666666667","0"
"ID","0","MN","0.865333333333333","0"
"ID","0","CT","0.927333333333333","0"
"ID","0","WI","0.663333333333333","0"
"ID","0","MI","0.719333333333333","0"
"ID","0","ME","0.830666666666667","0"
"ID","0","CO","0.598666666666667","0"
"ID","0","VA","0.638666666666667","0"
"ID","0","NH","0.445333333333333","0"
"ID","0","--","0.484666666666667","0"
"ID","0","IA","0.0786666666666667","0"
"ID","0","PA","0.383333333333333","0"
"ID","0","NV","0.212666666666667","0"
"ID","0","OH","0.174666666666667","0"
"ID","0","FL","0.132666666666667","0"
"ID","0","AZ","0.0133333333333333","0"
"ID","0","NC","0.151333333333333","0"
"ID","0","GA","0.036","0"
"ID","0","AK","0.000666666666666667","0"
"ID","0","MO","0.000666666666666667","0"
"ID","0","TX","0.000666666666666667","0"
"ID","0","SC","0.00666666666666667","0"
"ID","0","UT","0","0"
"ID","0","KS","0","0"
"ID","0","MS","0.00733333333333333","0"
"ID","0","IN","0","0"
"ID","0","NE","0","0"
"ID","0","SD","0","0"
"ID","0","MT","0","0"
"ID","0","LA","0.000666666666666667","0"
"ID","0","ND","0","0"
"ID","0","AR","0","0"
"ID","0","TN","0","0"
"ID","0","KY","0","0"
"ID","0","AL","0","0"
"ID","0","OK","0","0"
"ID","0","WV","0","0"
"ID","0","WY","0","0"
"AL","0","DC","1","0"
"AL","0","HI","1","0"
"AL","0","VT","1","0"
"AL","0","MD","1","0"
"AL","0","MA","1","0"
"AL","0","CA","1","0"
"AL","0","IL","0.999333333333333","0"
"AL","0","NY","0.999333333333333","0"
"AL","0","RI","0.994666666666667","0"
"AL","0","WA","0.985333333333333","0"
"AL","0","DE","0.992666666666667","0"
"AL","0","NJ","0.973333333333333","0"
"AL","0","NM","0.922666666666667","0"
"AL","0","OR","0.940666666666667","0"
"AL","0","MN","0.865333333333333","0"
"AL","0","CT","0.927333333333333","0"
"AL","0","WI","0.663333333333333","0"
"AL","0","MI","0.719333333333333","0"
"AL","0","ME","0.830666666666667","0"
"AL","0","CO","0.598666666666667","0"
"AL","0","VA","0.638666666666667","0"
"AL","0","NH","0.445333333333333","0"
"AL","0","--","0.484666666666667","0"
"AL","0","IA","0.0786666666666667","0"
"AL","0","PA","0.383333333333333","0"
"AL","0","NV","0.212666666666667","0"
"AL","0","OH","0.174666666666667","0"
"AL","0","FL","0.132666666666667","0"
"AL","0","AZ","0.0133333333333333","0"
"AL","0","NC","0.151333333333333","0"
"AL","0","GA","0.036","0"
"AL","0","AK","0.000666666666666667","0"
"AL","0","MO","0.000666666666666667","0"
"AL","0","TX","0.000666666666666667","0"
"AL","0","SC","0.00666666666666667","0"
"AL","0","UT","0","0"
"AL","0","KS","0","0"
"AL","0","MS","0.00733333333333333","0"
"AL","0","IN","0","0"
"AL","0","NE","0","0"
"AL","0","SD","0","0"
"AL","0","MT","0","0"
"AL","0","LA","0.000666666666666667","0"
"AL","0","ND","0","0"
"AL","0","AR","0","0"
"AL","0","TN","0","0"
"AL","0","KY","0","0"
"AL","0","ID","0","0"
"AL","0","OK","0","0"
"AL","0","WV","0","0"
"AL","0","WY","0","0"
"OK","0","DC","1","0"
"OK","0","HI","1","0"
"OK","0","VT","1","0"
"OK","0","MD","1","0"
"OK","0","MA","1","0"
"OK","0","CA","1","0"
"OK","0","IL","0.999333333333333","0"
"OK","0","NY","0.999333333333333","0"
"OK","0","RI","0.994666666666667","0"
"OK","0","WA","0.985333333333333","0"
"OK","0","DE","0.992666666666667","0"
"OK","0","NJ","0.973333333333333","0"
"OK","0","NM","0.922666666666667","0"
"OK","0","OR","0.940666666666667","0"
"OK","0","MN","0.865333333333333","0"
"OK","0","CT","0.927333333333333","0"
"OK","0","WI","0.663333333333333","0"
"OK","0","MI","0.719333333333333","0"
"OK","0","ME","0.830666666666667","0"
"OK","0","CO","0.598666666666667","0"
"OK","0","VA","0.638666666666667","0"
"OK","0","NH","0.445333333333333","0"
"OK","0","--","0.484666666666667","0"
"OK","0","IA","0.0786666666666667","0"
"OK","0","PA","0.383333333333333","0"
"OK","0","NV","0.212666666666667","0"
"OK","0","OH","0.174666666666667","0"
"OK","0","FL","0.132666666666667","0"
"OK","0","AZ","0.0133333333333333","0"
"OK","0","NC","0.151333333333333","0"
"OK","0","GA","0.036","0"
"OK","0","AK","0.000666666666666667","0"
"OK","0","MO","0.000666666666666667","0"
"OK","0","TX","0.000666666666666667","0"
"OK","0","SC","0.00666666666666667","0"
"OK","0","UT","0","0"
"OK","0","KS","0","0"
"OK","0","MS","0.00733333333333333","0"
"OK","0","IN","0","0"
"OK","0","NE","0","0"
"OK","0","SD","0","0"
"OK","0","MT","0","0"
"OK","0","LA","0.000666666666666667","0"
"OK","0","ND","0","0"
"OK","0","AR","0","0"
"OK","0","TN","0","0"
"OK","0","KY","0","0"
"OK","0","ID","0","0"
"OK","0","AL","0","0"
"OK","0","WV","0","0"
"OK","0","WY","0","0"
"WV","0","DC","1","0"
"WV","0","HI","1","0"
"WV","0","VT","1","0"
"WV","0","MD","1","0"
"WV","0","MA","1","0"
"WV","0","CA","1","0"
"WV","0","IL","0.999333333333333","0"
"WV","0","NY","0.999333333333333","0"
"WV","0","RI","0.994666666666667","0"
"WV","0","WA","0.985333333333333","0"
"WV","0","DE","0.992666666666667","0"
"WV","0","NJ","0.973333333333333","0"
"WV","0","NM","0.922666666666667","0"
"WV","0","OR","0.940666666666667","0"
"WV","0","MN","0.865333333333333","0"
"WV","0","CT","0.927333333333333","0"
"WV","0","WI","0.663333333333333","0"
"WV","0","MI","0.719333333333333","0"
"WV","0","ME","0.830666666666667","0"
"WV","0","CO","0.598666666666667","0"
"WV","0","VA","0.638666666666667","0"
"WV","0","NH","0.445333333333333","0"
"WV","0","--","0.484666666666667","0"
"WV","0","IA","0.0786666666666667","0"
"WV","0","PA","0.383333333333333","0"
"WV","0","NV","0.212666666666667","0"
"WV","0","OH","0.174666666666667","0"
"WV","0","FL","0.132666666666667","0"
"WV","0","AZ","0.0133333333333333","0"
"WV","0","NC","0.151333333333333","0"
"WV","0","GA","0.036","0"
"WV","0","AK","0.000666666666666667","0"
"WV","0","MO","0.000666666666666667","0"
"WV","0","TX","0.000666666666666667","0"
"WV","0","SC","0.00666666666666667","0"
"WV","0","UT","0","0"
"WV","0","KS","0","0"
"WV","0","MS","0.00733333333333333","0"
"WV","0","IN","0","0"
"WV","0","NE","0","0"
"WV","0","SD","0","0"
"WV","0","MT","0","0"
"WV","0","LA","0.000666666666666667","0"
"WV","0","ND","0","0"
"WV","0","AR","0","0"
"WV","0","TN","0","0"
"WV","0","KY","0","0"
"WV","0","ID","0","0"
"WV","0","AL","0","0"
"WV","0","OK","0","0"
"WV","0","WY","0","0"
"WY","0","DC","1","0"
"WY","0","HI","1","0"
"WY","0","VT","1","0"
"WY","0","MD","1","0"
"WY","0","MA","1","0"
"WY","0","CA","1","0"
"WY","0","IL","0.999333333333333","0"
"WY","0","NY","0.999333333333333","0"
"WY","0","RI","0.994666666666667","0"
"WY","0","WA","0.985333333333333","0"
"WY","0","DE","0.992666666666667","0"
"WY","0","NJ","0.973333333333333","0"
"WY","0","NM","0.922666666666667","0"
"WY","0","OR","0.940666666666667","0"
"WY","0","MN","0.865333333333333","0"
"WY","0","CT","0.927333333333333","0"
"WY","0","WI","0.663333333333333","0"
"WY","0","MI","0.719333333333333","0"
"WY","0","ME","0.830666666666667","0"
"WY","0","CO","0.598666666666667","0"
"WY","0","VA","0.638666666666667","0"
"WY","0","NH","0.445333333333333","0"
"WY","0","--","0.484666666666667","0"
"WY","0","IA","0.0786666666666667","0"
"WY","0","PA","0.383333333333333","0"
"WY","0","NV","0.212666666666667","0"
"WY","0","OH","0.174666666666667","0"
"WY","0","FL","0.132666666666667","0"
"WY","0","AZ","0.0133333333333333","0"
"WY","0","NC","0.151333333333333","0"
"WY","0","GA","0.036","0"
"WY","0","AK","0.000666666666666667","0"
"WY","0","MO","0.000666666666666667","0"
"WY","0","TX","0.000666666666666667","0"
"WY","0","SC","0.00666666666666667","0"
"WY","0","UT","0","0"
"WY","0","KS","0","0"
"WY","0","MS","0.00733333333333333","0"
"WY","0","IN","0","0"
"WY","0","NE","0","0"
"WY","0","SD","0","0"
"WY","0","MT","0","0"
"WY","0","LA","0.000666666666666667","0"
"WY","0","ND","0","0"
"WY","0","AR","0","0"
"WY","0","TN","0","0"
"WY","0","KY","0","0"
"WY","0","ID","0","0"
"WY","0","AL","0","0"
"WY","0","OK","0","0"
"WY","0","WV","0","0"
